,회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,R,F,Score,고객등급
5666,332179456,정상회원,수지구-성복동,남,59.0,미신청,미수신,normal,50대,216,1,4070.7,5
5667,333129728,정상회원,기타-기타,여,58.0,미신청,미수신,normal,50대,132,5,26801.9,4
5668,333218816,정상회원,기타-기타,여,64.0,신청,미수신,normal,60대,44,23,315411.30000000005,2
5669,333577024,정상회원,기타-기타,여,65.0,미신청,미수신,normal,60대,15,1,5968.6,5
5670,334324992,탈퇴,분당구-판교동,여,56.0,미신청,미수신,normal,50대,182,15,227651.1,2
5671,334725888,정상회원,기타-기타,여,52.0,신청,미수신,normal,50대,7,22,469348.5,2
5672,335202880,정상회원,수지구-동천동,여,54.0,미신청,미수신,normal,50대,77,19,133302.6,3
5673,335308672,정상회원,수원 장안구-기타,여,51.0,미신청,미수신,normal,50대,2,3,12137.9,5
5674,335336512,정상회원,기타-기타,여,44.0,미신청,미수신,normal,40대,134,5,20866.100000000002,4
5675,335479424,정상회원,수지구-풍덕천동,여,58.0,미신청,미수신,normal,50대,82,1,9471.3,5
5676,335481280,정상회원,수지구-신봉동,여,63.0,미신청,미수신,normal,60대,22,9,135958.90000000002,3
5677,335540672,정상회원,수지구-풍덕천동,여,59.0,미신청,미수신,normal,50대,25,8,51568.9,4
5678,335544384,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,0,3,20331.700000000004,4
5679,336028800,정상회원,수지구-성복동,여,56.0,신청,미수신,normal,50대,0,21,250065.9,2
5680,336190272,정상회원,분당구-야탑동,여,68.0,신청,미수신,normal,60대,14,16,79831.80000000002,3
5681,336411136,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,3,43,274700.4,2
5682,336427840,정상회원,기타-기타,여,50.0,미신청,미수신,normal,50대,23,1,16916.6,4
5683,336563328,정상회원,수지구-동천동,여,56.0,미신청,미수신,normal,50대,29,8,43795.30000000001,4
5684,336657984,정상회원,수지구-풍덕천동,여,55.0,신청,미수신,normal,50대,1,29,148920.00000000003,3
5685,336838016,정상회원,기타-기타,여,51.0,미신청,미수신,normal,50대,16,2,8112.6,5
5686,336876992,정상회원,기타-기타,여,49.0,미신청,미수신,normal,40대,17,1,684.4,1
5687,336893696,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,159,4,6768.700000000001,5
5688,336906688,정상회원,서울 강남구-기타,여,50.0,미신청,미수신,normal,50대,211,1,28653.0,4
5689,337133120,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,45,6,33299.100000000006,4
5690,337166528,정상회원,수지구-상현동,여,48.0,미신청,미수신,normal,40대,77,4,52662.5,4
5691,337355840,정상회원,수지구-신봉동,여,51.0,미신청,미수신,normal,50대,19,7,32786.4,4
5692,338573376,정상회원,기흥구-동백동,여,48.0,미신청,미수신,normal,40대,2,6,44683.200000000004,4
5693,338781248,정상회원,수지구-성복동,여,62.0,미신청,미수신,normal,60대,40,4,52329.2,4
5694,339013248,정상회원,수지구-상현동,여,47.0,미신청,미수신,normal,40대,291,1,14692.6,4
5695,339941248,정상회원,기타-은행동,여,57.0,미신청,미수신,normal,50대,142,3,23658.700000000004,4
5696,340132416,정상회원,수지구-동천동,여,42.0,미신청,수신,normal,40대,1,68,800472.9,2
5697,340162112,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,22,4,17607.4,4
5698,340184384,정상회원,수지구-동천동,여,45.0,미신청,수신,normal,40대,1,74,900657.8999999999,2
5699,340423808,정상회원,수지구-동천동,여,48.0,미신청,수신,normal,40대,0,56,413874.8,2
5700,340544448,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,23,5,34607.4,4
5701,340637248,정상회원,분당구-서현동,여,70.0,미신청,미수신,normal,70대,1,11,76924.6,3
5702,340915648,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,63,8,46121.100000000006,4
5703,340928640,정상회원,수지구-기타,여,50.0,미신청,미수신,normal,50대,9,40,509498.10000000003,2
5704,340982464,정상회원,수지구-성복동,여,53.0,미신청,미수신,normal,50대,41,6,41111.5,4
5705,341296128,정상회원,기흥구-죽전동,여,49.0,신청,미수신,normal,40대,10,23,421594.70000000007,2
5706,341604224,정상회원,수지구-풍덕천동,여,60.0,미신청,미수신,normal,60대,67,5,68326.59999999999,3
5707,341626496,정상회원,수지구-동천동,여,50.0,미신청,미수신,normal,50대,8,16,131407.2,3
5708,341641344,정상회원,수지구-동천동,여,55.0,미신청,미수신,normal,50대,32,26,166973.0,2
5709,341667328,정상회원,기흥구-언남동,여,57.0,미신청,미수신,normal,50대,48,11,88358.50000000001,3
5710,341786112,정상회원,수지구-성복동,남,80.0,신청,미수신,normal,80대,4,20,115749.6,3
5711,342044096,정상회원,수지구-상현동,여,75.0,신청,미수신,normal,70대,13,17,268555.99999999994,2
5712,342103488,정상회원,분당구-분당동,여,50.0,미신청,미수신,normal,50대,1,22,132370.30000000002,3
5713,342363328,정상회원,수지구-신봉동,여,51.0,미신청,수신,normal,50대,2,50,207536.4,2
5714,342420864,정상회원,분당구-구미동,여,47.0,미신청,미수신,normal,40대,2,20,102676.6,3
5715,342554496,정상회원,수원 영통구-기타,여,56.0,미신청,미수신,normal,50대,20,13,95298.3,3
5716,342578624,정상회원,수지구-동천동,여,63.0,미신청,미수신,normal,60대,2,59,787799.1,2
5717,343126144,정상회원,기흥구-중동,여,62.0,미신청,미수신,normal,60대,112,4,17924.800000000003,4
5718,343274624,정상회원,수지구-풍덕천동,여,45.0,미신청,미수신,normal,40대,15,4,46125.9,4
5719,343306176,정상회원,수지구-풍덕천동,여,54.0,미신청,수신,normal,50대,1,53,350239.60000000003,2
5720,343588288,정상회원,서울 송파구-기타,남,60.0,미신청,미수신,normal,60대,148,3,39853.3,4
5721,343681088,정상회원,기타-기타,남,56.0,미신청,미수신,normal,50대,5,1,17917.6,4
5722,343983616,정상회원,수지구-성복동,여,75.0,신청,미수신,normal,70대,43,13,209575.40000000002,2
5723,344076416,정상회원,기타-기타,여,61.0,미신청,미수신,normal,60대,220,1,24515.100000000002,4
5724,344466176,정상회원,수지구-죽전동,여,49.0,미신청,미수신,normal,40대,2,2,12328.400000000001,5
5725,344662912,정상회원,수지구-성복동,남,83.0,미신청,미수신,normal,80대,2,12,70645.8,3
5726,344826240,정상회원,수지구-풍덕천동,여,51.0,미신청,미수신,normal,50대,84,3,17970.9,4
5727,344887488,정상회원,수지구-성복동,여,85.0,신청,미수신,normal,80대,10,19,279935.9,2
5728,344950592,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,93,5,47681.200000000004,4
5729,345000704,정상회원,수지구-신봉동,여,48.0,미신청,미수신,normal,40대,55,1,7641.400000000001,5
5730,345017408,정상회원,수지구-상현동,여,69.0,미신청,미수신,normal,60대,15,44,353679.10000000003,2
5731,345644736,정상회원,수지구-신봉동,여,54.0,미신청,미수신,normal,50대,20,1,10638.3,5
5732,345668864,정상회원,수지구-상현동,여,45.0,미신청,미수신,normal,40대,6,1,6584.1,5
5733,345680000,정상회원,분당구-이매동,여,46.0,미신청,미수신,normal,40대,252,1,4902.3,5
5734,345930560,정상회원,수지구-상현동,여,72.0,신청,미수신,normal,70대,11,37,473481.0,2
5735,346184832,정상회원,분당구-판교동,여,75.0,미신청,미수신,normal,70대,101,1,107100.40000000001,3
5736,346216384,정상회원,수지구-풍덕천동,여,44.0,미신청,수신,VIP,40대,6,89,614073.2999999999,2
5737,346572736,정상회원,기타-기타,여,48.0,미신청,미수신,normal,40대,18,15,121297.1,3
5738,346661824,정상회원,수지구-성복동,여,58.0,미신청,미수신,normal,50대,6,38,152913.6,3
5739,346888256,정상회원,수지구-상현동,여,71.0,미신청,미수신,normal,70대,2,9,69610.09999999999,3
5740,347747584,정상회원,수지구-신봉동,여,50.0,미신청,수신,normal,50대,24,34,215002.6,2
5741,348059392,정상회원,기타-기타,여,52.0,신청,미수신,normal,50대,10,11,210723.5,2
5742,348313664,정상회원,수지구-풍덕천동,여,57.0,미신청,미수신,normal,50대,39,11,51910.80000000001,4
5743,348358208,정상회원,수지구-상현동,여,44.0,신청,미수신,normal,40대,4,37,385993.5,2
5744,348419456,정상회원,수지구-상현동,여,52.0,미신청,미수신,normal,50대,273,1,6427.600000000001,5
5745,348569792,정상회원,수지구-동천동,여,43.0,미신청,미수신,normal,40대,32,5,80779.9,3
5746,348764672,정상회원,수지구-풍덕천동,남,53.0,미신청,미수신,normal,50대,5,10,79104.70000000001,3
5747,348768384,정상회원,수지구-죽전동,여,50.0,미신청,미수신,normal,50대,7,6,34880.50000000001,4
5748,348796224,정상회원,수지구-신봉동,남,51.0,미신청,미수신,normal,50대,39,11,57654.40000000001,4
5749,348824064,정상회원,수지구-성복동,여,66.0,신청,미수신,normal,60대,19,28,452723.10000000003,2
5750,348916864,정상회원,화성-보라동,여,58.0,미신청,수신,normal,50대,38,3,56502.3,4
5751,348955840,정상회원,수지구-상현동,남,45.0,신청,미수신,normal,40대,6,26,275825.60000000003,2
5752,348985536,정상회원,수지구-풍덕천동,여,57.0,미신청,미수신,normal,50대,265,2,36218.7,4
5753,349172992,정상회원,수지구-풍덕천동,여,60.0,미신청,미수신,normal,60대,16,15,123538.5,3
5754,349176704,정상회원,수지구-풍덕천동,여,56.0,미신청,미수신,normal,50대,75,6,252184.1,2
5755,349239808,정상회원,수지구-상현동,여,46.0,미신청,미수신,normal,40대,133,3,36449.4,4
5756,349263936,정상회원,수지구-신봉동,여,49.0,미신청,미수신,normal,40대,38,4,15994.200000000003,4
5757,349364160,정상회원,수지구-풍덕천동,여,59.0,미신청,미수신,normal,50대,2,48,408868.20000000007,2
5758,349423552,정상회원,수지구-상현동,남,52.0,신청,미수신,normal,50대,17,13,222530.0,2
5759,349432832,정상회원,수지구-상현동,여,53.0,미신청,미수신,normal,50대,5,4,32545.300000000003,4
5760,349442112,정상회원,수지구-풍덕천동,여,48.0,신청,미수신,normal,40대,1,34,272173.9,2
5761,349564608,정상회원,수지구-신봉동,여,60.0,미신청,미수신,normal,60대,0,82,919004.2000000001,2
5762,349588736,정상회원,기흥구-언남동,여,51.0,미신청,미수신,normal,50대,15,2,10027.300000000001,5
5763,349627712,정상회원,수지구-신봉동,여,56.0,미신청,미수신,normal,50대,9,14,56705.9,4
5764,349700096,정상회원,수지구-풍덕천동,여,59.0,미신청,미수신,normal,50대,7,50,303063.30000000005,2
5765,349713088,정상회원,수지구-죽전동,여,50.0,미신청,미수신,normal,50대,40,4,25412.800000000003,4
5766,349896832,정상회원,서울 강남구-기타,여,51.0,미신청,미수신,normal,50대,79,2,24404.899999999998,4
5767,350206784,정상회원,수지구-신봉동,남,46.0,미신청,미수신,normal,40대,24,2,22889.8,4
5768,350264320,정상회원,기흥구-상하동,여,49.0,신청,미수신,normal,40대,18,14,255352.40000000002,2
5769,350498176,정상회원,수지구-상현동,여,58.0,신청,미수신,normal,50대,5,37,338937.6,2
5770,350522304,정상회원,수지구-성복동,여,51.0,미신청,미수신,normal,50대,0,37,519070.3,2
5771,350587264,정상회원,수지구-풍덕천동,여,52.0,미신청,미수신,normal,50대,61,2,17518.3,4
5772,350622528,정상회원,수지구-신봉동,여,51.0,미신청,미수신,normal,50대,119,3,16644.4,4
5773,350689344,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,211,3,7748.4,5
5774,350941760,정상회원,수지구-신봉동,여,54.0,미신청,미수신,normal,50대,156,1,11172.300000000001,5
5775,350988160,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,68,3,10471.7,5
5776,351053120,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,2,50,1387504.8,2
5777,351079104,정상회원,수지구-풍덕천동,여,51.0,미신청,미수신,normal,50대,0,10,90758.20000000001,3
5778,351110656,정상회원,수지구-죽전동,남,59.0,미신청,미수신,normal,50대,42,7,74996.7,3
5779,351145920,정상회원,분당구-서현동,여,51.0,미신청,미수신,normal,50대,6,12,112186.6,3
5780,351166336,정상회원,기타-기타,여,48.0,미신청,미수신,normal,40대,92,7,20076.100000000002,4
5781,351235008,정상회원,화성-기타,여,50.0,미신청,미수신,normal,50대,29,17,152026.8,3
5782,351641472,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,46,7,47925.5,4
5783,351778816,정상회원,수지구-풍덕천동,여,63.0,미신청,미수신,normal,60대,42,22,228957.6,2
5784,351795520,정상회원,수지구-신봉동,여,60.0,미신청,미수신,normal,60대,1,61,519450.0,2
5785,351823360,정상회원,수지구-상현동,여,65.0,미신청,미수신,normal,60대,85,6,45003.50000000001,4
5786,351906880,정상회원,수지구-상현동,여,50.0,미신청,미수신,normal,50대,10,10,27108.0,4
5787,351929152,정상회원,수지구-신봉동,여,46.0,미신청,수신,normal,40대,3,53,528048.2000000001,2
5788,352018240,정상회원,수지구-풍덕천동,여,44.0,미신청,수신,normal,40대,7,49,503157.80000000005,2
5789,352038656,정상회원,기흥구-상갈동,여,79.0,미신청,미수신,normal,70대,5,3,7082.6,5
5790,352344896,정상회원,분당구-정자동,여,53.0,신청,미수신,normal,50대,9,17,253737.2,2
5791,352777344,정상회원,기흥구-보정동,여,47.0,미신청,미수신,normal,40대,237,3,31020.200000000004,4
5792,352922112,정상회원,수지구-상현동,여,54.0,미신청,미수신,normal,50대,100,2,7015.400000000001,5
5793,353016768,정상회원,수지구-상현동,여,50.0,미신청,미수신,normal,50대,4,46,460374.2,2
5794,353452928,정상회원,서울 강남구-기타,여,49.0,미신청,미수신,normal,40대,44,1,1480.3,1
5795,353590272,정상회원,처인구-기타,여,48.0,미신청,미수신,normal,40대,40,14,103163.8,3
5796,353625536,정상회원,수지구-신봉동,여,50.0,미신청,수신,normal,50대,11,1,5817.0,5
5797,354137792,정상회원,수지구-상현동,여,55.0,미신청,미수신,normal,50대,4,4,73015.6,3
5798,354299264,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,5,8,57242.9,4
5799,354419904,정상회원,처인구-역북동,여,55.0,신청,미수신,normal,50대,20,10,413701.4,2
5800,354438464,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,120,3,4789.3,5
5801,354616640,정상회원,기타-기타,여,56.0,미신청,미수신,normal,50대,159,1,3705.0000000000005,1
5802,354921024,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,4,15,143966.9,3
5803,354941440,정상회원,수지구-동천동,여,50.0,미신청,미수신,normal,50대,82,11,47034.30000000001,4
5804,355177152,정상회원,수지구-신봉동,여,48.0,미신청,미수신,normal,40대,0,51,593442.1000000001,2
5805,355221696,정상회원,수지구-풍덕천동,여,51.0,미신청,미수신,normal,50대,164,1,1405.9,1
5806,355453696,정상회원,수지구-동천동,여,48.0,신청,미수신,normal,40대,5,38,432819.10000000003,2
5807,355837888,정상회원,서울 강남구-기타,여,47.0,미신청,수신,normal,40대,1,46,627693.9,2
5808,355891712,정상회원,분당구-판교동,여,57.0,미신청,미수신,normal,50대,163,1,4086.6,5
5809,355893568,정상회원,기흥구-공세동,여,49.0,미신청,미수신,normal,40대,17,21,87145.6,3
5810,356409536,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,22,8,16076.6,4
5811,356431808,정상회원,중원구-산성동,여,45.0,미신청,미수신,normal,40대,21,18,75122.29999999999,3
5812,356608128,정상회원,수원 팔달구-기타,여,53.0,미신청,미수신,normal,50대,125,1,4787.200000000001,5
5813,356673088,정상회원,기타-기타,여,45.0,미신청,미수신,normal,40대,197,1,3387.2000000000003,1
5814,356684224,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,2,8,81823.79999999999,3
5815,356795584,정상회원,수지구-죽전동,여,54.0,미신청,미수신,normal,50대,13,7,37329.799999999996,4
5816,356884672,정상회원,분당구-백현동,여,53.0,미신청,미수신,normal,50대,216,1,2845.5,1
5817,356979328,정상회원,수지구-동천동,여,57.0,미신청,미수신,normal,50대,12,3,29172.900000000005,4
5818,357085120,정상회원,기타-기타,남,54.0,미신청,미수신,normal,50대,202,1,12651.3,5
5819,357161216,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,2,30,108976.0,3
5820,357357952,정상회원,수지구-풍덕천동,여,53.0,미신청,수신,VIP,50대,4,79,1321770.5,2
5821,357415488,정상회원,화성-기타,여,50.0,미신청,미수신,normal,50대,47,4,31651.100000000002,4
5822,357443328,정상회원,기흥구-죽전동,여,48.0,미신청,미수신,normal,40대,21,2,102300.70000000001,3
5823,357539840,정상회원,수지구-동천동,여,48.0,신청,미수신,normal,40대,2,25,336338.10000000003,2
5824,357853504,정상회원,기흥구-보라동,여,46.0,미신청,미수신,normal,40대,215,2,4530.900000000001,5
5825,358094784,정상회원,수지구-신봉동,여,75.0,미신청,미수신,normal,70대,38,7,35369.5,4
5826,358508672,정상회원,수지구-죽전동,여,43.0,미신청,미수신,normal,40대,144,2,26682.6,4
5827,358686848,정상회원,서울 강남구-기타,여,53.0,미신청,미수신,normal,50대,40,1,12316.7,5
5828,358757376,정상회원,수지구-신봉동,여,60.0,미신청,미수신,normal,60대,33,11,72319.80000000002,3
5829,358775936,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,289,1,11951.599999999999,5
5830,358781504,정상회원,수지구-성복동,여,52.0,신청,미수신,normal,50대,9,27,405088.2,2
5831,358824192,정상회원,수지구-신봉동,여,61.0,미신청,미수신,normal,60대,79,2,33134.100000000006,4
5832,358842752,정상회원,수지구-동천동,여,59.0,신청,미수신,normal,50대,1,30,384784.7,2
5833,359015360,정상회원,분당구-서현동,여,45.0,미신청,미수신,normal,40대,32,2,5733.8,5
5834,359627840,정상회원,수지구-신봉동,여,53.0,미신청,미수신,normal,50대,9,19,104646.20000000001,3
5835,359848704,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,98,4,60543.4,3
5836,359870976,정상회원,기타-기타,여,58.0,미신청,미수신,normal,50대,20,1,15309.5,4
5837,359948928,정상회원,기흥구-상갈동,여,50.0,미신청,미수신,normal,50대,123,1,11373.4,5
5838,360232896,정상회원,수지구-동천동,여,55.0,미신청,미수신,normal,50대,38,5,52559.700000000004,4
5839,360297856,정상회원,수지구-신봉동,여,78.0,미신청,미수신,normal,70대,2,72,869168.6000000001,2
5840,360383232,정상회원,수지구-신봉동,여,57.0,미신청,미수신,normal,50대,27,21,87831.0,3
5841,360450048,정상회원,수지구-상현동,여,85.0,미신청,미수신,normal,80대,20,7,106169.70000000001,3
5842,360474176,정상회원,수지구-성복동,여,42.0,미신청,미수신,normal,40대,24,11,106934.90000000001,3
5843,360509440,정상회원,기타-기타,여,43.0,미신청,미수신,normal,40대,210,2,13108.800000000001,5
5844,360767424,정상회원,수지구-성복동,여,46.0,미신청,미수신,normal,40대,152,2,20630.600000000002,4
5845,361147904,정상회원,수원 영통구-기타,여,46.0,미신청,미수신,normal,40대,213,3,14716.2,4
5846,361381760,정상회원,수지구-동천동,여,43.0,미신청,미수신,normal,40대,28,5,100116.30000000002,3
5847,361507968,정상회원,기흥구-마북동,여,75.0,미신청,미수신,normal,70대,208,1,1928.7,1
5848,361762240,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,3,46,620585.7000000001,2
5849,362304192,정상회원,수지구-신봉동,여,54.0,미신청,미수신,normal,50대,249,1,96335.20000000001,3
5850,362352448,정상회원,수지구-성복동,여,46.0,미신청,수신,normal,40대,7,58,530111.7000000001,2
5851,362747776,정상회원,기타-기타,여,45.0,미신청,수신,normal,40대,195,1,21536.600000000002,4
5852,362835008,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,7,25,147459.8,3
5853,362836864,정상회원,분당구-분당동,여,57.0,미신청,미수신,normal,50대,250,1,3218.1000000000004,1
5854,362929664,정상회원,수지구-신봉동,남,62.0,미신청,미수신,normal,60대,18,9,163028.50000000003,2
5855,362935232,정상회원,수지구-상현동,여,57.0,미신청,미수신,normal,50대,2,7,93883.90000000001,3
5856,363143104,정상회원,수지구-신봉동,여,53.0,미신청,미수신,normal,50대,93,15,37691.8,4
5857,363261888,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,113,4,30521.3,4
5858,363269312,정상회원,수지구-동천동,여,41.0,미신청,미수신,normal,40대,0,6,14321.4,5
5859,363408512,정상회원,수지구-풍덕천동,여,48.0,신청,미수신,normal,40대,14,31,461867.1,2
5860,363441920,정상회원,수지구-신봉동,여,52.0,미신청,미수신,normal,50대,2,20,116860.2,3
5861,363660928,정상회원,수지구-풍덕천동,여,46.0,미신청,수신,VIP,40대,4,89,662186.3,2
5862,363783424,정상회원,수지구-성복동,여,56.0,미신청,수신,VIP,50대,1,90,927312.3,2
5863,364035840,탈퇴,수지구-동천동,여,42.0,미신청,미수신,normal,40대,207,3,18393.600000000002,4
5864,364353216,정상회원,기타-기타,여,40.0,미신청,미수신,normal,40대,258,1,44566.9,4
5865,364362496,정상회원,기타-기타,여,74.0,미신청,미수신,normal,70대,147,1,9375.0,5
5866,364369920,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,4,27,108708.10000000002,3
5867,364626048,정상회원,수지구-동천동,여,54.0,신청,미수신,normal,50대,11,30,537992.9,2
5868,365177280,정상회원,수지구-성복동,여,50.0,미신청,미수신,normal,50대,159,2,12664.5,5
5869,365266368,정상회원,기타-기타,여,44.0,미신청,미수신,normal,40대,50,4,17905.0,4
5870,365383296,정상회원,수지구-동천동,여,40.0,신청,미수신,normal,40대,5,24,216680.50000000003,2
5871,365633856,정상회원,수지구-풍덕천동,여,51.0,미신청,미수신,normal,50대,2,27,122145.90000000001,3
5872,365721088,정상회원,기타-기타,여,47.0,미신청,미수신,normal,40대,9,11,56917.80000000001,4
5873,365765632,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,6,24,196706.60000000003,2
5874,365947520,정상회원,서울 강남구-기타,여,59.0,미신청,미수신,normal,50대,23,21,139559.4,3
5875,366075584,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,13,6,58693.9,3
5876,366140544,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,60,7,33103.3,4
5877,366261184,정상회원,수지구-성복동,여,51.0,미신청,미수신,normal,50대,65,13,140715.6,3
5878,366537728,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,40,7,15650.1,4
5879,367209600,정상회원,분당구-정자동,남,40.0,미신청,미수신,normal,40대,79,5,27775.0,4
5880,367497280,정상회원,수지구-동천동,여,57.0,신청,미수신,normal,50대,17,31,276718.2,2
5881,368184000,정상회원,수원 장안구-기타,여,51.0,미신청,미수신,normal,50대,279,1,6195.800000000001,5
5882,368208128,정상회원,수지구-성복동,여,60.0,미신청,미수신,normal,60대,26,8,32002.600000000002,4
5883,368258240,정상회원,수지구-상현동,여,57.0,미신청,미수신,normal,50대,13,3,49273.8,4
5884,368373312,정상회원,수지구-풍덕천동,여,57.0,미신청,미수신,normal,50대,1,17,125644.40000000001,3
5885,368395584,정상회원,수지구-죽전동,여,56.0,미신청,미수신,normal,50대,207,2,19695.300000000003,4
5886,368399296,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,1,47,706548.6,2
5887,368456832,정상회원,수지구-신봉동,여,48.0,신청,미수신,normal,40대,14,11,239308.69999999998,2
5888,369108288,정상회원,수지구-동천동,여,54.0,미신청,미수신,normal,50대,95,2,16206.1,4
5889,369152832,정상회원,기흥구-보정동,여,48.0,신청,미수신,normal,40대,3,26,328979.7,2
5890,369162112,정상회원,수지구-신봉동,여,45.0,미신청,미수신,normal,40대,1,39,607475.3999999999,2
5891,369316160,정상회원,기타-기타,여,54.0,미신청,미수신,normal,50대,147,5,23619.4,4
5892,369395968,정상회원,기흥구-상갈동,여,48.0,미신청,미수신,normal,40대,15,10,99701.3,3
5893,369859968,정상회원,수지구-상현동,여,49.0,미신청,미수신,normal,40대,2,15,115007.1,3
5894,369941632,정상회원,서울 강남구-기타,여,56.0,미신청,수신,normal,50대,73,1,12843.2,5
5895,370103104,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,26,6,54746.4,4
5896,370504000,정상회원,수지구-상현동,여,56.0,미신청,미수신,normal,50대,219,1,5524.6,5
5897,370529984,정상회원,수지구-성복동,여,61.0,미신청,미수신,normal,60대,8,5,20521.9,4
5898,370619072,정상회원,서울 송파구-기타,여,45.0,미신청,미수신,normal,40대,24,8,72528.8,3
5899,371027392,정상회원,서울 강남구-기타,여,51.0,미신청,미수신,normal,50대,148,8,82163.20000000001,3
5900,371212992,정상회원,수지구-동천동,여,56.0,미신청,미수신,normal,50대,261,1,3061.6000000000004,1
5901,371454272,정상회원,수지구-신봉동,여,41.0,미신청,미수신,normal,40대,1,11,107094.20000000001,3
5902,371608320,정상회원,수지구-상현동,여,40.0,미신청,미수신,normal,40대,4,4,115515.6,3
5903,371751232,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,250,1,3600.9000000000005,1
5904,37188672,정상회원,수지구-상현동,여,62.0,신청,미수신,normal,60대,25,21,277551.6,2
5905,372031488,정상회원,기타-기타,여,44.0,미신청,미수신,normal,40대,2,34,297887.60000000003,2
5906,372098304,정상회원,수지구-상현동,여,51.0,미신청,수신,normal,50대,2,47,632569.9,2
5907,372321024,정상회원,수지구-성복동,여,52.0,미신청,미수신,normal,50대,16,9,53401.899999999994,4
5908,37253632,정상회원,분당구-정자동,여,51.0,미신청,미수신,normal,50대,261,1,917.6,1
5909,372553024,정상회원,처인구-유방동,여,46.0,미신청,미수신,normal,40대,9,26,112956.70000000001,3
5910,372838848,정상회원,기타-기타,여,40.0,미신청,미수신,normal,40대,109,1,11760.4,5
5911,372890816,탈퇴,수지구-풍덕천동,여,42.0,미신청,미수신,normal,40대,38,13,149225.30000000002,3
5912,37314880,정상회원,서울 강남구-기타,여,75.0,미신청,미수신,normal,70대,259,1,9111.8,5
5913,373221184,정상회원,기흥구-보정동,여,46.0,미신청,미수신,normal,40대,243,1,3679.8,1
5914,373256448,정상회원,분당구-구미동,여,47.0,미신청,미수신,normal,40대,218,1,14025.300000000001,5
5915,373618368,정상회원,기흥구-보정동,여,53.0,신청,미수신,normal,50대,25,18,209380.30000000002,2
5916,373805824,정상회원,분당구-수내동,여,54.0,미신청,미수신,normal,50대,228,1,1386.7,1
5917,37415104,정상회원,기타-기타,여,56.0,미신청,미수신,normal,50대,39,4,39694.3,4
5918,374171456,정상회원,수지구-풍덕천동,여,65.0,신청,미수신,normal,60대,20,19,153906.90000000002,3
5919,374188160,정상회원,수지구-풍덕천동,여,42.0,미신청,미수신,normal,40대,26,11,84190.70000000001,3
5920,374266112,정상회원,수지구-신봉동,여,44.0,미신청,미수신,normal,40대,53,26,121021.10000000002,3
5921,374325504,정상회원,수지구-신봉동,여,77.0,미신청,미수신,normal,70대,132,3,10796.9,5
5922,374650304,정상회원,수지구-상현동,남,80.0,미신청,미수신,normal,80대,25,9,190555.60000000003,2
5923,375227520,정상회원,수지구-풍덕천동,여,47.0,신청,미수신,normal,40대,14,21,166679.3,2
5924,375273920,정상회원,수지구-성복동,남,47.0,미신청,미수신,normal,40대,266,1,47627.3,4
5925,375299904,정상회원,기타-기타,여,49.0,미신청,미수신,normal,40대,90,6,45347.200000000004,4
5926,375544896,정상회원,수지구-상현동,여,50.0,미신청,미수신,normal,50대,105,2,41703.1,4
5927,375552320,정상회원,기타-기타,여,61.0,미신청,미수신,normal,60대,288,1,3972.3,5
5928,37584000,정상회원,수지구-풍덕천동,여,51.0,미신청,미수신,normal,50대,1,42,266038.3,2
