,회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,R,F,Score,고객등급
0,1000012800,정상회원,수지구-풍덕천동,여,58.0,미신청,미수신,normal,50대,139,1,3021.8000000000006,1
1,1000103744,정상회원,처인구-고림동,여,34.0,미신청,미수신,normal,30대,18,1,14774.1,4
2,1000122304,정상회원,광주-기타,여,38.0,미신청,미수신,normal,30대,0,15,57136.9,4
3,1000163136,정상회원,수지구-동천동,여,73.0,미신청,미수신,normal,70대,0,4,55558.0,4
4,1000281920,정상회원,수지구-풍덕천동,여,42.0,신청,미수신,normal,40대,25,28,237018.1,2
5,1000330176,정상회원,수지구-신봉동,여,64.0,미신청,미수신,normal,60대,9,20,126890.1,3
6,1000491648,정상회원,수지구-동천동,여,37.0,미신청,미수신,normal,30대,26,32,265262.6,2
7,1000508352,정상회원,기흥구-상하동,여,35.0,미신청,미수신,normal,30대,12,1,2829.9000000000005,1
8,1000565888,정상회원,수지구-상현동,여,52.0,미신청,미수신,normal,50대,79,5,19696.2,4
9,1000577024,정상회원,기타-기타,여,47.0,미신청,미수신,normal,40대,149,3,87330.2,3
10,1000796032,정상회원,수지구-동천동,여,40.0,미신청,미수신,normal,40대,12,6,45446.600000000006,4
11,1000807168,정상회원,수지구-동천동,여,39.0,미신청,미수신,normal,30대,14,33,122259.3,3
12,1001042880,정상회원,수지구-신봉동,여,42.0,미신청,미수신,normal,40대,180,3,4235.3,5
13,1001111552,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,2,34,332522.4000000001,2
14,100134912,정상회원,수지구-성복동,여,49.0,미신청,미수신,normal,40대,39,3,8672.8,5
15,1001440064,정상회원,수지구-동천동,여,50.0,미신청,미수신,normal,50대,5,25,119426.40000000001,3
16,1001592256,정상회원,수지구-성복동,여,40.0,미신청,미수신,normal,40대,177,1,15262.4,4
17,1001595968,정상회원,수지구-동천동,여,50.0,미신청,미수신,normal,50대,75,4,22568.7,4
18,1001677632,정상회원,수지구-동천동,여,78.0,미신청,미수신,normal,70대,166,1,1137.3,1
19,1001707328,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,30,2,5275.200000000001,5
20,1001712896,정상회원,수지구-신봉동,여,49.0,미신청,미수신,normal,40대,58,3,14992.7,4
21,1001714752,정상회원,수지구-동천동,여,52.0,미신청,미수신,normal,50대,144,3,44295.30000000001,4
22,1001744448,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,249,2,14551.9,4
23,1001750016,정상회원,분당구-백현동,여,44.0,미신청,미수신,normal,40대,183,1,1400.2,1
24,1001776000,정상회원,기타-기타,남,57.0,미신청,미수신,normal,50대,8,6,74964.6,3
25,1001982016,정상회원,수지구-상현동,여,52.0,미신청,미수신,normal,50대,75,2,8784.5,5
26,1002102656,정상회원,수지구-동천동,여,59.0,신청,미수신,normal,50대,5,27,197995.00000000003,2
27,1002106368,정상회원,분당구-판교동,여,40.0,미신청,미수신,normal,40대,13,15,145419.0,3
28,1002115648,정상회원,수지구-풍덕천동,여,61.0,미신청,미수신,normal,60대,135,3,14126.800000000001,5
29,1002182464,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,14,4,10794.2,5
30,100224000,정상회원,수지구-상현동,여,63.0,미신청,미수신,normal,60대,4,43,371599.30000000005,2
31,100225856,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,212,1,10810.699999999999,5
32,1003019520,정상회원,기타-기타,여,72.0,미신청,미수신,normal,70대,67,5,31990.200000000004,4
33,1003088192,정상회원,기타-기타,여,66.0,미신청,미수신,normal,60대,53,1,5268.000000000001,5
34,1004585984,정상회원,수지구-신봉동,여,61.0,미신청,미수신,normal,60대,8,9,77419.1,3
35,1004617536,정상회원,수지구-죽전동,여,41.0,미신청,수신,normal,40대,161,1,11132.400000000001,5
36,1004699200,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,159,2,9524.9,5
37,1004825408,정상회원,수지구-상현동,여,40.0,미신청,미수신,normal,40대,7,39,483746.00000000006,2
38,1004836544,정상회원,수지구-동천동,여,40.0,미신청,미수신,normal,40대,6,17,127197.3,3
39,1005029568,정상회원,수지구-성복동,여,55.0,미신청,미수신,normal,50대,41,7,60370.2,3
40,1005059264,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,0,53,588449.5,2
41,1005142784,정상회원,수지구-동천동,여,65.0,미신청,미수신,normal,60대,18,16,88365.40000000001,3
42,1005174336,정상회원,수지구-성복동,여,37.0,미신청,미수신,normal,30대,244,1,50314.30000000001,4
43,1005230016,정상회원,수지구-풍덕천동,여,42.0,미신청,미수신,normal,40대,262,3,9632.3,5
44,1005389632,정상회원,수지구-동천동,여,54.0,신청,미수신,normal,50대,32,18,208904.6,2
45,1005393344,정상회원,수지구-죽전동,여,42.0,미신청,미수신,normal,40대,263,2,10029.7,5
46,1005430464,정상회원,수지구-동천동,여,57.0,미신청,미수신,normal,50대,236,1,7587.1,5
47,100548800,정상회원,수지구-동천동,여,53.0,미신청,미수신,normal,50대,125,2,39246.7,4
48,1005500992,정상회원,수지구-동천동,여,37.0,미신청,미수신,normal,30대,100,2,25393.8,4
49,1005616064,정상회원,수지구-상현동,여,73.0,미신청,미수신,normal,70대,110,3,10649.9,5
50,1005669888,정상회원,수지구-상현동,여,63.0,미신청,수신,normal,60대,165,2,22924.3,4
51,1005729280,정상회원,분당구-구미동,남,50.0,미신청,미수신,normal,50대,65,6,14607.9,4
52,1005732992,정상회원,수지구-풍덕천동,여,44.0,미신청,미수신,normal,40대,80,4,24864.4,4
53,1005924160,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,15,16,76654.3,3
54,1005942720,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,15,1,11941.8,5
55,1005976128,정상회원,수지구-동천동,여,40.0,미신청,미수신,normal,40대,0,11,59656.100000000006,3
56,1005983552,정상회원,기흥구-동백동,여,43.0,미신청,미수신,normal,40대,109,1,2494.8000000000006,1
57,1006050368,정상회원,수지구-동천동,여,66.0,미신청,미수신,normal,60대,191,4,26745.100000000002,4
58,1006132032,정상회원,수지구-신봉동,여,64.0,미신청,미수신,normal,60대,152,6,15884.199999999999,4
59,1006167296,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,11,30,198697.7,2
60,1006213696,정상회원,수원 영통구-기타,여,45.0,미신청,미수신,normal,40대,10,13,157556.5,3
61,1006302784,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,45,3,21658.600000000002,4
62,1006313920,정상회원,수지구-동천동,여,40.0,미신청,미수신,normal,40대,219,1,3533.8000000000006,1
63,1006319488,정상회원,수지구-풍덕천동,여,46.0,신청,미수신,normal,40대,3,30,150904.1,3
64,1006334336,정상회원,수지구-상현동,여,39.0,미신청,미수신,normal,30대,16,8,21324.000000000004,4
65,1006349184,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,12,12,49508.4,4
66,1006436416,정상회원,수지구-동천동,여,45.0,미신청,미수신,normal,40대,222,2,6136.8,5
67,1006532928,정상회원,수지구-신봉동,여,37.0,미신청,미수신,normal,30대,110,1,2188.1000000000004,1
68,1006614592,정상회원,수지구-동천동,여,38.0,미신청,미수신,normal,30대,51,17,164439.40000000002,2
69,1006670272,정상회원,기타-기타,여,72.0,미신청,미수신,normal,70대,30,10,58536.8,3
70,1006712960,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,12,9,47125.9,4
71,1006891136,정상회원,수지구-동천동,여,47.0,미신청,미수신,normal,40대,14,12,104793.80000000002,3
72,1006917120,정상회원,수지구-풍덕천동,여,63.0,미신청,미수신,normal,60대,0,34,182606.60000000003,2
73,1006998784,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,16,12,40354.4,4
74,1007015488,정상회원,기흥구-보정동,여,54.0,신청,미수신,normal,50대,0,23,220623.7,2
75,1007212224,정상회원,수지구-풍덕천동,여,34.0,미신청,미수신,normal,30대,4,39,477598.10000000003,2
76,1007219648,정상회원,수지구-성복동,여,51.0,미신청,미수신,normal,50대,39,1,2362.6000000000004,1
77,1007247488,정상회원,수지구-상현동,여,39.0,미신청,미수신,normal,30대,13,5,45292.8,4
78,1007314304,정상회원,수지구-동천동,여,38.0,신청,미수신,normal,30대,33,23,159008.2,3
79,1007576000,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,51,2,4005.7,5
80,1007739328,정상회원,수지구-동천동,여,56.0,미신청,미수신,normal,50대,210,1,9432.9,5
81,1007817280,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,normal,40대,0,60,600783.6,2
82,1007820992,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,normal,40대,4,54,321791.0,2
83,1007830272,정상회원,수지구-신봉동,여,56.0,미신청,미수신,normal,50대,2,12,49203.0,4
84,1007880384,정상회원,수지구-상현동,여,41.0,미신청,미수신,normal,40대,13,8,93728.90000000001,3
85,1008056704,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,259,2,26379.7,4
86,1008080832,정상회원,수지구-동천동,여,63.0,미신청,미수신,normal,60대,193,1,11658.4,5
87,1008082688,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,65,1,43323.200000000004,4
88,1008116096,정상회원,수지구-상현동,여,62.0,미신청,미수신,normal,60대,17,7,38937.0,4
89,1008201472,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,145,1,3785.6000000000004,1
90,1008335104,정상회원,분당구-구미동,여,51.0,미신청,미수신,normal,50대,232,2,26733.0,4
91,1008370368,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,7,14,36645.3,4
92,1008511424,정상회원,수지구-동천동,여,46.0,미신청,수신,normal,40대,64,12,86975.20000000001,3
93,1008613504,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,42,1,19514.9,4
94,1008698880,정상회원,수원 영통구-기타,여,40.0,미신청,미수신,normal,40대,47,4,13043.500000000002,5
95,1008719296,정상회원,수원 영통구-기타,여,44.0,미신청,미수신,normal,40대,210,1,9586.1,5
96,1008748992,정상회원,수지구-동천동,여,52.0,미신청,미수신,normal,50대,279,1,4281.400000000001,5
97,1008800960,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,12,4,17801.600000000002,4
98,1008955008,정상회원,수지구-성복동,여,42.0,신청,미수신,normal,40대,2,23,173605.1,2
99,1009040384,정상회원,수지구-동천동,여,60.0,미신청,미수신,normal,60대,0,8,181970.4,2
100,1009066368,정상회원,기흥구-보정동,여,52.0,미신청,미수신,normal,50대,1,11,116591.40000000001,3
101,100932992,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,23,15,99011.20000000001,3
102,1009355904,정상회원,수지구-신봉동,여,37.0,미신청,수신,normal,30대,153,1,5850.800000000001,5
103,1009381888,정상회원,수지구-풍덕천동,여,44.0,미신청,미수신,normal,40대,20,1,2827.5000000000005,1
104,1009406016,정상회원,기흥구-청덕동,남,51.0,미신청,미수신,normal,50대,26,3,15576.300000000001,4
105,1009480256,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,137,3,18261.400000000005,4
106,1009495104,정상회원,수지구-동천동,여,45.0,미신청,미수신,normal,40대,27,19,96024.0,3
107,1009508096,정상회원,수지구-동천동,여,51.0,미신청,미수신,normal,50대,51,1,2933.0,1
108,100955264,정상회원,수지구-풍덕천동,여,85.0,미신청,미수신,normal,80대,83,4,45347.9,4
109,1009565632,정상회원,서울 강남구-기타,여,67.0,미신청,미수신,normal,60대,1,11,68233.0,3
110,1009641728,정상회원,수지구-풍덕천동,여,44.0,미신청,미수신,normal,40대,67,12,56994.3,4
111,1009671424,정상회원,기흥구-보정동,여,38.0,미신청,미수신,normal,30대,188,1,5840.300000000001,5
112,1009959104,정상회원,수지구-동천동,여,30.0,미신청,미수신,normal,30대,1,21,193630.0,2
113,1010090880,정상회원,수지구-풍덕천동,여,42.0,미신청,수신,normal,40대,3,42,251152.50000000003,2
114,101010944,정상회원,수원 팔달구-기타,여,69.0,미신청,미수신,normal,60대,299,1,2973.8000000000006,1
115,1010144704,정상회원,수지구-신봉동,남,77.0,미신청,미수신,normal,70대,60,37,183165.1,2
116,1010334016,정상회원,기타-기타,여,61.0,미신청,미수신,normal,60대,87,2,5985.700000000001,5
117,101035072,정상회원,수지구-성복동,여,46.0,미신청,미수신,normal,40대,0,6,72977.8,3
118,1010391552,정상회원,수지구-풍덕천동,여,42.0,신청,미수신,normal,40대,47,19,302858.80000000005,2
119,1010430528,정상회원,수지구-풍덕천동,여,65.0,미신청,미수신,normal,60대,200,3,9130.1,5
120,1010465792,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,215,1,12188.2,5
121,1010515904,정상회원,분당구-수내동,남,37.0,미신청,미수신,normal,30대,188,4,32719.6,4
122,1010573440,정상회원,서울 강남구-기타,여,36.0,미신청,미수신,normal,30대,28,1,3744.3,1
123,1010803584,정상회원,수지구-동천동,여,70.0,미신청,미수신,normal,70대,208,2,10199.400000000001,5
124,1010820288,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,48,9,38889.5,4
125,1010955776,정상회원,수지구-동천동,여,38.0,미신청,미수신,normal,30대,107,2,62148.9,3
126,1010970624,정상회원,수지구-동천동,여,70.0,미신청,미수신,normal,70대,5,46,314396.3,2
127,1011000320,정상회원,수지구-동천동,여,62.0,미신청,미수신,normal,60대,0,60,1108043.6,2
128,1011035584,정상회원,수지구-풍덕천동,여,74.0,미신청,미수신,normal,70대,40,6,45246.600000000006,4
129,1011100544,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,132,3,12366.5,5
130,1011139520,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,54,13,119369.7,3
131,1011145088,정상회원,서울 송파구-기타,여,36.0,신청,수신,normal,30대,1,27,216046.20000000004,2
132,1011343680,정상회원,수지구-풍덕천동,여,43.0,미신청,미수신,normal,40대,8,15,66854.50000000001,3
133,1011488448,정상회원,수지구-동천동,여,39.0,미신청,미수신,normal,30대,27,3,22047.200000000004,4
134,1011540416,정상회원,수지구-신봉동,여,40.0,미신청,미수신,normal,40대,10,12,91738.20000000001,3
135,1011553408,정상회원,수지구-풍덕천동,여,79.0,미신청,미수신,normal,70대,16,17,114482.3,3
136,1011625792,정상회원,기흥구-기타,여,63.0,미신청,미수신,normal,60대,163,1,4163.000000000001,5
137,1011982144,정상회원,기흥구-언남동,여,41.0,미신청,미수신,normal,40대,79,1,5107.400000000001,5
138,1012026688,정상회원,수지구-신봉동,여,62.0,미신청,미수신,normal,60대,33,8,53520.100000000006,4
139,1012093504,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,43,25,129723.00000000001,3
140,1012191872,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,204,1,5192.300000000001,5
141,1012531520,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,16,8,48279.200000000004,4
142,1012615040,정상회원,수지구-동천동,여,72.0,미신청,미수신,normal,70대,25,3,4549.8,5
143,1012713408,정상회원,분당구-중동,여,55.0,미신청,미수신,normal,50대,47,1,943.4,1
144,1012778368,정상회원,수지구-풍덕천동,여,42.0,미신청,미수신,normal,40대,216,1,2385.9,1
145,1012837760,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,240,1,3067.9000000000005,1
146,1012941696,정상회원,수지구-풍덕천동,여,51.0,미신청,미수신,normal,50대,67,6,150048.9,3
147,101300480,정상회원,수지구-상현동,여,52.0,신청,미수신,normal,50대,23,15,188834.80000000002,2
148,1013004800,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,253,1,10453.6,5
149,1013056768,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,51,17,106239.8,3
150,1013108736,정상회원,수지구-동천동,여,51.0,미신청,미수신,normal,50대,4,2,36373.4,4
151,1013136576,정상회원,수지구-동천동,여,47.0,미신청,미수신,normal,40대,76,16,78976.0,3
152,1013156992,정상회원,수지구-동천동,여,45.0,미신청,미수신,normal,40대,249,2,8043.100000000001,5
153,1013168128,정상회원,분당구-구미동,여,51.0,미신청,미수신,normal,50대,12,12,69455.2,3
154,101319040,정상회원,수지구-성복동,여,67.0,미신청,미수신,normal,60대,5,30,198876.30000000002,2
155,1013446528,정상회원,수지구-상현동,여,40.0,미신청,미수신,normal,40대,22,20,143044.2,3
156,1013457664,정상회원,수지구-상현동,여,70.0,미신청,미수신,normal,70대,105,3,12949.0,5
157,1013507776,정상회원,수지구-상현동,남,79.0,미신청,미수신,normal,70대,162,2,6460.8,5
158,1013658112,정상회원,수지구-동천동,여,37.0,미신청,미수신,normal,30대,49,7,51791.8,4
159,1013669248,정상회원,수지구-죽전동,여,45.0,신청,미수신,normal,40대,8,21,222357.5,2
160,1013685952,정상회원,수지구-상현동,여,43.0,미신청,미수신,normal,40대,131,6,25041.300000000003,4
161,1013791744,정상회원,수지구-풍덕천동,여,69.0,미신청,미수신,normal,60대,8,3,35796.9,4
162,1013851136,정상회원,수지구-상현동,여,68.0,미신청,미수신,normal,60대,254,1,10530.099999999999,5
163,1013999616,정상회원,수지구-동천동,여,47.0,미신청,미수신,normal,40대,9,2,3367.1000000000004,1
164,1014086848,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,24,10,72269.0,3
165,1014120256,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,62,15,100400.3,3
166,1014159232,정상회원,기타-기타,여,36.0,미신청,미수신,normal,30대,55,1,2702.6000000000004,1
167,1014279872,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,16,1,6581.1,5
168,1014539712,정상회원,수지구-풍덕천동,여,65.0,미신청,수신,normal,60대,5,10,62794.700000000004,3
169,1014729024,정상회원,수지구-동천동,여,70.0,미신청,미수신,normal,70대,27,11,51417.200000000004,4
170,1014857088,정상회원,수지구-신봉동,여,60.0,미신청,미수신,normal,60대,40,13,79095.1,3
171,1014864512,정상회원,수지구-신봉동,여,78.0,미신청,미수신,normal,70대,15,5,31355.800000000003,4
172,1014870080,정상회원,수지구-신봉동,여,37.0,미신청,미수신,normal,30대,269,1,5050.400000000001,5
173,1014884928,정상회원,수지구-풍덕천동,여,35.0,미신청,미수신,normal,30대,135,6,14970.5,4
174,1014920192,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,85,10,69517.1,3
175,1014948032,정상회원,수지구-풍덕천동,여,63.0,미신청,미수신,normal,60대,13,3,12440.6,5
176,1014981440,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,99,11,32289.6,4
177,1015011136,정상회원,수지구-풍덕천동,여,29.0,신청,미수신,normal,20대,13,35,238717.00000000003,2
178,1015194880,정상회원,수지구-풍덕천동,여,62.0,미신청,미수신,normal,60대,40,4,22885.600000000002,4
179,1015235712,정상회원,수지구-풍덕천동,여,36.0,미신청,미수신,normal,30대,114,3,15588.3,4
180,1015246848,정상회원,수지구-풍덕천동,여,43.0,신청,미수신,normal,40대,1,31,212706.6,2
181,1015321088,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,40,4,19592.800000000003,4
182,1015356352,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,199,1,936.1999999999999,1
183,1015358208,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,40,9,83382.7,3
184,1015449152,정상회원,기흥구-보정동,여,67.0,미신청,미수신,normal,60대,6,8,58658.6,3
185,1015495552,정상회원,수지구-동천동,여,52.0,미신청,미수신,normal,50대,43,7,32611.199999999997,4
186,1015502976,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,72,14,54122.200000000004,4
187,1015517824,정상회원,기타-기타,남,48.0,미신청,미수신,normal,40대,162,1,5771.7,5
188,1015525248,정상회원,기타-기타,여,49.0,미신청,미수신,normal,40대,158,1,1369.7,1
189,101554752,정상회원,기타-기타,여,42.0,미신청,미수신,normal,40대,44,2,9329.8,5
190,1015562368,정상회원,수지구-동천동,여,54.0,미신청,미수신,normal,50대,278,1,5583.700000000001,5
191,1015614336,정상회원,기타-기타,여,40.0,미신청,미수신,normal,40대,40,1,14537.9,4
192,1015683008,정상회원,수지구-풍덕천동,여,36.0,미신청,미수신,normal,30대,93,7,40597.8,4
193,1015762816,정상회원,분당구-삼평동,여,38.0,미신청,미수신,normal,30대,34,4,32421.0,4
194,1015902016,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,16,4,23696.800000000003,4
195,1015935424,정상회원,수지구-신봉동,여,36.0,미신청,미수신,normal,30대,69,3,33214.200000000004,4
196,1015959552,정상회원,수지구-동천동,여,73.0,미신청,미수신,normal,70대,137,1,1950.0000000000002,1
197,1015985536,정상회원,수지구-상현동,여,61.0,미신청,미수신,normal,60대,2,8,17614.200000000004,4
198,1016044928,정상회원,수지구-신봉동,여,52.0,미신청,미수신,normal,50대,32,1,11783.5,5
199,1016210112,정상회원,서울 강남구-기타,여,43.0,미신청,미수신,normal,40대,120,10,52891.8,4
200,1016492224,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,2,29,98734.09999999999,3
201,1016655552,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,1,37,158750.40000000002,3
202,1016726080,정상회원,수지구-동천동,여,52.0,미신청,미수신,normal,50대,11,43,158523.6,3
203,1016844864,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,263,2,5588.100000000001,5
204,1016874560,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,170,1,2246.5000000000005,1
205,1017073152,정상회원,수원 영통구-기타,여,60.0,미신청,미수신,normal,60대,117,6,75096.3,3
206,1017086144,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,0,47,504279.7,2
207,1017423936,정상회원,서울 강남구-기타,여,77.0,미신청,미수신,normal,70대,67,1,4421.4,5
208,1017498176,정상회원,수지구-풍덕천동,여,53.0,미신청,미수신,normal,50대,202,1,9052.5,5
209,1017553856,정상회원,수원 팔달구-기타,여,41.0,미신청,미수신,normal,40대,158,3,6539.1,5
210,101760768,정상회원,수지구-상현동,여,64.0,신청,미수신,normal,60대,0,23,188271.7,2
211,1017620672,정상회원,수지구-상현동,여,47.0,미신청,미수신,normal,40대,14,4,24003.800000000003,4
212,1017633664,정상회원,수지구-상현동,여,53.0,미신청,미수신,normal,50대,14,11,71406.70000000001,3
213,1017680064,정상회원,수지구-동천동,여,47.0,미신청,미수신,normal,40대,198,1,1472.5,1
214,1017685632,정상회원,수지구-동천동,여,58.0,미신청,미수신,normal,50대,226,1,26581.300000000003,4
215,1017912064,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,12,41,373115.50000000006,2
216,1017975168,정상회원,수지구-상현동,여,48.0,미신청,미수신,normal,40대,229,1,5062.000000000001,5
217,1018008576,정상회원,수지구-풍덕천동,남,51.0,미신청,미수신,normal,50대,74,3,37233.50000000001,4
218,1018218304,정상회원,기타-기타,여,63.0,미신청,미수신,normal,60대,14,10,83506.00000000001,3
219,1018381632,정상회원,수지구-상현동,여,43.0,미신청,미수신,normal,40대,20,4,19797.600000000002,4
220,1018557952,정상회원,기타-기타,여,45.0,미신청,미수신,normal,40대,10,1,4362.1,5
221,1018583936,정상회원,수지구-상현동,남,44.0,미신청,미수신,normal,40대,23,2,17146.499999999996,4
222,1018615488,정상회원,수지구-신봉동,여,38.0,신청,미수신,normal,30대,249,15,243212.6,2
223,1018630336,정상회원,수지구-신봉동,여,39.0,미신청,미수신,normal,30대,107,3,13676.0,5
224,1018734272,탈퇴,수지구-동천동,여,51.0,미신청,미수신,normal,50대,254,1,7734.900000000001,5
225,1018997824,정상회원,수지구-동천동,여,41.0,미신청,미수신,normal,40대,58,4,30193.4,4
226,1019151872,정상회원,수지구-동천동,여,42.0,미신청,수신,normal,40대,2,68,762863.0000000001,2
227,1019185280,정상회원,수지구-상현동,여,43.0,미신청,미수신,normal,40대,42,3,42793.90000000001,4
228,1019259520,정상회원,수지구-상현동,여,62.0,미신청,미수신,normal,60대,241,1,10342.400000000001,5
229,1019318912,정상회원,기흥구-마북동,여,40.0,미신청,미수신,normal,40대,34,14,83807.6,3
230,1019435840,정상회원,수지구-동천동,여,58.0,미신청,미수신,normal,50대,6,18,114776.4,3
231,1019446976,정상회원,수지구-상현동,여,47.0,미신청,미수신,normal,40대,9,14,86456.70000000001,3
232,101946368,정상회원,수지구-죽전동,여,46.0,미신청,미수신,normal,40대,228,1,10652.7,5
233,1019582464,정상회원,수지구-죽전동,여,50.0,미신청,미수신,normal,50대,0,1,-688.9000000000001,1
234,1019597312,정상회원,수지구-동천동,여,38.0,미신청,미수신,normal,30대,9,23,153349.4,3
235,1019647424,정상회원,수지구-동천동,여,54.0,미신청,수신,VIP,50대,0,135,1156472.9000000001,2
236,1019649280,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,232,1,2802.3000000000006,1
237,1019884992,정상회원,수지구-풍덕천동,여,42.0,미신청,미수신,normal,40대,177,3,26557.800000000003,4
238,1019894272,정상회원,광주-오포읍,여,36.0,미신청,미수신,normal,30대,17,13,72593.2,3
239,1020024192,정상회원,수지구-동천동,여,72.0,신청,미수신,normal,70대,18,27,254046.7,2
240,1020070592,정상회원,기타-기타,여,42.0,미신청,미수신,normal,40대,31,5,17987.0,4
241,1020172672,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,4,13,49088.30000000001,4
242,1020189376,정상회원,수지구-신봉동,여,48.0,미신청,미수신,normal,40대,0,3,14320.9,5
243,1020361984,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,6,18,99514.0,3
244,1020373120,정상회원,수지구-풍덕천동,여,45.0,미신청,미수신,normal,40대,13,12,130562.50000000001,3
245,1020384256,정상회원,기타-기타,여,40.0,미신청,미수신,normal,40대,0,23,147417.3,3
246,1020462208,정상회원,수지구-동천동,여,52.0,미신청,미수신,normal,50대,184,4,20851.2,4
247,1021475584,정상회원,기타-기타,여,57.0,미신청,미수신,normal,50대,208,1,15253.1,4
248,1021718720,정상회원,기타-기타,여,59.0,미신청,미수신,normal,50대,254,1,3446.5000000000005,1
249,1021731712,정상회원,기타-기타,여,56.0,미신청,미수신,normal,50대,18,1,4130.1,5
250,102178368,정상회원,수지구-풍덕천동,여,43.0,미신청,미수신,normal,40대,112,1,2914.7000000000003,1
251,1021813376,정상회원,기타-기타,여,55.0,미신청,미수신,normal,50대,260,1,4210.700000000001,5
252,1022654144,정상회원,수지구-성복동,여,57.0,미신청,미수신,normal,50대,294,1,17448.1,4
253,1023006784,정상회원,수지구-상현동,여,39.0,미신청,미수신,normal,30대,245,1,3296.0000000000005,1
254,1023025344,정상회원,수지구-동천동,여,67.0,미신청,미수신,normal,60대,126,4,17193.000000000004,4
255,1023027200,정상회원,수지구-동천동,여,45.0,미신청,미수신,normal,40대,64,3,10396.1,5
256,1023108864,정상회원,수지구-풍덕천동,여,36.0,미신청,수신,normal,30대,0,56,222069.2,2
257,1023140416,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,25,2,9871.500000000002,5
258,1023218368,정상회원,수지구-상현동,여,47.0,미신청,미수신,normal,40대,124,2,20562.6,4
259,102328704,정상회원,기타-기타,남,44.0,미신청,미수신,normal,40대,271,1,19063.0,4
260,1023609984,정상회원,수지구-동천동,여,40.0,미신청,미수신,normal,40대,214,1,3918.1000000000004,5
261,1023613696,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,190,7,43018.700000000004,4
